Review	Liked
The chef here is wonderful and worth every penny.	1
Best ambience I've had in a long time, truly quick.	1
Such a unfriendly experience with the waiter. The staff was underwhelming too.	0
Such a excellent experience with the restaurant. The sushi was fantastic too.	1
The waitress here is underwhelming and not worth the money. The bread was awful too.	0
The food here is dirty and not worth the money. The waiter was rude too.	0
I hated the awful coffee here. The place was unfriendly too.	0
Would not recommend, the pizza was cold. The burger was tasteless too.	0
Would not recommend, the dessert was awful. The restaurant was soggy too.	0
The salad was fantastic.	1
I loved the generous chef here.	1
I loved the delightful salad here.	1
I loved the cozy service here. The place was tasty too.	1
The dessert here is rude and not worth the money.	0
I hated the underwhelming coffee here. The dessert was tasteless too.	0
Such a cold experience with the restaurant.	0
Such a terrible experience with the waitress.	0
The sushi here is outstanding and worth every penny.	1
Worst staff I've had in a long time, truly stale.	0
Such a dirty experience with the waitress. The coffee was mediocre too.	0
wonderful pizza and a great atmosphere overall.	1
Highly recommend, the waitress was generous.	1
We really enjoyed the amazing dessert tonight. The food was cozy too.	1
Best staff I've had in a long time, truly great. The waiter was quick too.	1
The service was horrible.	0
The restaurant was noisy.	0
lovely coffee and a great atmosphere overall.	1
Worst bread I've had in a long time, truly greasy.	0
Would not recommend, the food was stale.	0
We really regretted the horrible restaurant tonight.	0
What a delightful place, the bread exceeded expectations.	1
Such a horrible experience with the dessert.	0
Highly recommend, the staff was delicious. The restaurant was cozy too.	1
Such a greasy experience with the bread. The bread was greasy too.	0
Absolutely tasteless coffee, never coming back. The bread was noisy too.	0
The burger here is overpriced and not worth the money.	0
The coffee was fantastic.	1
Worst burger I've had in a long time, truly soggy. The place was bad too.	0
The pasta was impressive.	1
What a impressive place, the pizza exceeded expectations.	1
Such a delightful experience with the bread. The pasta was impressive too.	1
Would not recommend, the restaurant was horrible.	0
Would not recommend, the place was tasteless.	0
I hated the bad dessert here. The waitress was mediocre too.	0
The staff was bland.	0
Such a flavorful experience with the restaurant.	1
cozy dessert and a great atmosphere overall.	1
The coffee here is friendly and worth every penny.	1
We really regretted the bad waitress tonight.	0
Absolutely excellent waitress, will come back again.	1
Absolutely bad sushi, never coming back.	0
I loved the cozy coffee here.	1
The chef was underwhelming.	0
I hated the dirty bread here.	0
I loved the fantastic waitress here. The pasta was delicious too.	1
I loved the wonderful coffee here. The dessert was lovely too.	1
The pasta was flavorful.	1
impressive restaurant and a great atmosphere overall. The pasta was lovely too.	1
We really regretted the rude menu tonight. The bread was dirty too.	0
delicious staff and a great atmosphere overall.	1
We really enjoyed the impressive pasta tonight.	1
What a flavorful place, the ambience exceeded expectations. The restaurant was cozy too.	1
We really regretted the bad chef tonight. The steak was bland too.	0
unfriendly salad and a poor atmosphere overall. The ambience was tasteless too.	0
We really enjoyed the delicious bread tonight.	1
The staff was rude.	0
I loved the charming pasta here.	1
What a disappointing place, the staff fell far short.	0
Would not recommend, the service was noisy. The sushi was soggy too.	0
Would not recommend, the food was cold. The food was stale too.	0
What a overpriced place, the menu fell far short.	0
Best bread I've had in a long time, truly delightful.	1
The service was flavorful. The waiter was quick too.	1
Best food I've had in a long time, truly cozy. The staff was fantastic too.	1
Absolutely burnt place, never coming back. The waiter was stale too.	0
The staff here is wonderful and worth every penny.	1
What a delicious place, the waiter exceeded expectations.	1
The waiter was amazing. The place was outstanding too.	1
Worst restaurant I've had in a long time, truly mediocre. The place was awful too.	0
What a overpriced place, the menu fell far short.	0
Would not recommend, the sushi was soggy. The place was stale too.	0
We really enjoyed the outstanding service tonight.	1
The staff was flavorful.	1
The pizza here is amazing and worth every penny.	1
Such a cold experience with the soup.	0
What a greasy place, the restaurant fell far short.	0
Such a cozy experience with the staff.	1
Would not recommend, the restaurant was dirty.	0
burnt pizza and a poor atmosphere overall.	0
The bread was bad. The chef was unfriendly too.	0
The pasta was rude. The sushi was stale too.	0
perfect salad and a great atmosphere overall.	1
Would not recommend, the menu was noisy. The waiter was burnt too.	0
The soup here is bland and not worth the money. The place was slow too.	0
stale bread and a poor atmosphere overall. The coffee was tasteless too.	0
We really regretted the stale steak tonight. The steak was tasteless too.	0
What a generous place, the menu exceeded expectations. The restaurant was amazing too.	1
The salad was flavorful.	1
Would not recommend, the waiter was mediocre.	0
Would not recommend, the sushi was horrible. The staff was burnt too.	0
I hated the bad food here. The ambience was unfriendly too.	0
Absolutely horrible dessert, never coming back.	0
We really regretted the cold food tonight. The menu was bad too.	0
The food was overpriced.	0
I loved the tasty dessert here.	1
Such a overpriced experience with the pasta.	0
The dessert here is delicious and worth every penny.	1
The salad was tasty. The ambience was fantastic too.	1
Would not recommend, the burger was noisy.	0
What a tasty place, the bread exceeded expectations.	1
Absolutely impressive salad, will come back again. The restaurant was great too.	1
What a perfect place, the restaurant exceeded expectations.	1
Such a perfect experience with the coffee.	1
What a charming place, the food exceeded expectations. The bread was generous too.	1
The food was quick.	1
mediocre steak and a poor atmosphere overall. The coffee was bad too.	0
Highly recommend, the sushi was superb.	1
The pizza here is delicious and worth every penny.	1
Best bread I've had in a long time, truly generous. The menu was outstanding too.	1
The staff was noisy.	0
I loved the quick pizza here.	1
Worst menu I've had in a long time, truly rude. The place was terrible too.	0
The sushi was quick.	1
Such a stale experience with the steak. The pizza was tasteless too.	0
Would not recommend, the service was tasteless.	0
What a delightful place, the staff exceeded expectations.	1
What a generous place, the place exceeded expectations. The service was delicious too.	1
I hated the tasteless ambience here.	0
The service was generous. The waitress was great too.	1
Would not recommend, the place was awful. The ambience was horrible too.	0
unfriendly place and a poor atmosphere overall. The salad was unfriendly too.	0
bad food and a poor atmosphere overall.	0
What a unfriendly place, the waitress fell far short. The food was bad too.	0
What a tasteless place, the coffee fell far short. The place was terrible too.	0
What a great place, the salad exceeded expectations.	1
Absolutely noisy menu, never coming back.	0
dirty burger and a poor atmosphere overall.	0
Absolutely generous salad, will come back again. The service was delicious too.	1
What a greasy place, the restaurant fell far short.	0
What a lovely place, the dessert exceeded expectations.	1
We really enjoyed the wonderful restaurant tonight. The steak was lovely too.	1
Highly recommend, the dessert was amazing.	1
Such a awful experience with the restaurant.	0
awful bread and a poor atmosphere overall. The menu was disappointing too.	0
